0,21.68474845
1,21.62211228
2,19.58329692
3,23.2906016
4,21.72962133
5,21.09881567
6,21.28269292
7,22.18468754
8,23.83540508
9,23.31106417
10,22.52602334
11,21.69580038
12,10.52134459
13,21.4548584
14,19.70738996
15,22.80606146
16,20.58748698
17,21.76943074
18,21.65055449
19,23.29982715
20,22.10159176
21,23.29516967
22,23.35468773
23,22.84972504
24,21.63040121
25,21.06640971
26,20.21655975
27,22.2355059
28,20.55426754
29,20.91243329
30,21.8161629
31,24.34193672
32,22.71596411
33,23.06632241
34,23.00914923
35,22.68875677
36,22.11963992
37,22.68891631
38,20.76616731
39,24.15693586
40,23.54684693
41,22.94075895
42,23.44451202
43,24.83591742
44,24.95602911
45,22.66819928
46,22.93078527
47,21.50598533
48,22.79206543
49,23.33022811
50,21.36457073
51,23.12541904
52,24.57385812
53,25.09521368
54,23.80811887
55,25.19779011
56,24.40852686
57,24.69987018
58,25.13828736
59,22.82399071
60,23.79936215
61,23.11251423
62,20.9858355
63,24.29613852
64,23.08794461
65,22.81269686
66,24.60823706
67,25.36816632
68,25.68402516
69,24.5188133
70,23.74116995
71,23.36237207
72,24.55366492
73,23.56667852
74,22.23598756
75,26.06479996
76,23.06957254
77,25.53053307
78,23.60458976
79,27.58457893
80,26.75465656
81,25.77646142
82,27.0861635
83,25.69871095
84,24.66061408
85,24.4064741
86,21.56244224
87,26.7346497
88,26.92741898
89,27.96336015
90,26.23638518
91,27.93270616
92,26.60631515
93,27.04088747
94,25.91038318
95,24.63936136
96,24.57056894
97,26.12867419
98,22.88569527
99,26.54333583
100,23.32815714
101,24.82250377
102,26.83742522
103,28.15425847
104,27.52372651
105,28.75979867
106,26.54095054
107,23.5742662
108,27.4841879
109,25.39177128
110,22.5938699
111,28.05084891
112,26.7593615
113,27.46252641
114,26.69366124
115,29.35445273
116,27.03942569
117,27.42036935
118,27.55734446
119,26.33215068
120,26.08958366
121,25.51087499
122,24.10430555
123,27.74630432
124,26.32623849
125,28.90008596
126,27.06227054
127,27.10205435
128,28.8070456
129,29.17196694
130,28.11426625
131,25.97240546
132,27.67977127
133,25.67161875
134,24.15944106
135,28.31495845
136,26.76915462
137,27.82468023
138,27.21209979
139,29.68813962
140,27.96675259
141,28.26665514
142,26.34564169
143,25.76290704
144,28.0484248
145,26.27135152
146,24.56304999
147,27.09373112
